Index,Reviews,movie_name,emotion
775,wasnt really expecting much low budget horror movie especially considering cheap buy numerous negative comments imdb honesty pleasantly surprised the fearrichard eddie bowz psychology student decides conduct group experiment controlled fear purposes thesis idea approved dr arnold one two brief appearances wes craven organises weekend away subjects childhood home richard haunted nightmares go back childhood unable think bothers much wooden mannequin named morty fearsthe first half movie almost like psychological thriller unnerving parts eerie sequences mainly concentrating introducing us characters throughout first half movie viewer learns character story progresses also treated rather interesting occasionally dramatic moments second half film like straight horror film unfortunately loses appeal due rather confusing sequences unexplained happenings acting fairly good cast particularly heather medway played ashley darin heames played troy heames previously played zboy night demons 2 seen movie character similar the fear also worthy comment direction vince robert fairly good quality created certain dark atmosphere movieits probably everyones cup tea ending left lot desired including answers many important questions the fear still fairly entertaining opinion distinct lack action real gore speak consider fairly adept thriller rating the fear  6510,The Fear,anticipation
776,granted ive seen better horror flicks day solid outing morty lifesized wooden doll redefines creepy throw dark wooden setting get solid terrorthe plot centers around student richard well played eddie bowz invites friends wooden cabin analyze fears study thesis papers richard must confront inner demons become magnified sees childhood toy morty cabinsoon morty begins terrorize group using darkest fears weaponthe cast solid bowz handles lead quite well genre oddball darin heamesnight demons 2 dr giggles shines best pal questionable morals heather medway portraying bowz love interest best actress involved outshining ann turkeli recommend people like creeped dark atmosphere use foley artists morty chases people handled well also,The Fear,anticipation
777,okay first stay away r1 dvd cutcensored point scenes dont even make sensethis movie started interesting premise pretty good job typical monsterslasher little bit psychological lean got mix old actors acting tends pretty good especially ann turkel vince edwards even ending little different typical hack slash watch vhs r2 version get smattering gore nudityon hand little like melrose place horror movies everyone hitting everyone dont think one character fidelity current relationshipsit didnt succeed 100 want see something little different horrorwise could worse youre looking action drags spots gore skip like check different kinds horror movies get somewhat psychological films dont require stuff thats formula might rental dont set hopes high,The Fear,anticipation
778,group college students go field trip help fellow student psychology major studies fear effect people going childhood homecabin woods discovers old childhood friend morty old wooden dummy uses dummy sessions friends tell fears twist dummy alive soon kills everyone using fearsi actually enjoyed film first saw 8 years ago buying 10 video first thing noticed film yes cheesy hell story acting made worth watching one better acted bgrade horrorthriller films cameos wes craven professor allowing whole field tripi particularly liked soundtrack film song fears death eshams title track fear mortys theme great songi recommend film anyone likes good night campy horror flick two710recently picking film dvd disappointed find film heavily cut profanity cut lookssounds terrible avoid film dvd,The Fear,anticipation
779,well first time saw box skipped number two came rented fun surprised actually enterained film acting good especially anna karin eric weiss girl played ashley plot original carried well apix film nothing though sure directtovideo got good standards entertainment parts even made cringe slightly things predictable fun watch definitely dont regret renting one premise made people shy away hey need something original eh 9 10,The Fear,anticipation
780,christopher lambert returns connor mccleod immortal prize however nemesis thawed suspended animation returns reclaim prize cheap sequel knock original rather sequel mind numbingly low rent poor actionscenes make movie redeeming value,Highlander: The Final Dimension,optimism
781,first highlander masterpiece probably smartest scifi film since star warsthen came highlander ii quickening regarded plan 9 90s though taken seriously pretty goodhighlander gathering came next film made splicing two episodes tv show together releasing full motion picture good effort emphasizing new charactersnow highlander final dimension latest installment highlander film saga truly disappointment really looking forward since supposed direct sequel first film instead plain disappointing doesnt even try explain movies connection tv show basically remake first film even villain carboncopychristopher lambert tries hard plot flimsy anyone take seriously mentor characters also dissapointing highlander 1 2 sean connery teaching lambert character great gathering lambert teaching new guy adrian paul mentor final dimension played mako hes decent actor character doesnt hold candle connery lambert film mentors students havebeautiful scottish footage films best scenes wellchoreographed swordfights cant save disappointing,Highlander: The Final Dimension,optimism
782,upfront enjoy films original highlander one series really stands test time endgame joined stands head shoulders others artistic merit originality still liked others well enough also like much maligned christopher lambert hes odd actor sure far hollywood norm appearance style accent hes nothing original understand understated style might see guy serious talent read statements resonate otherwise feel free move without reading rating reviewlambert good unger good van peebles campy hell alternating absurdist humor menacing poseurshipthe script ok certainly less grandiose mindless ii closer original feeling pace plot particularly originalthe production values slight step ii good endgame almost originals standardsconor mcleod reclaimed something humanity imagining last immortal earth course wrong sorcerer kane stolen magic one mcleods former teachers hunting head mcleod adopted child fall love last thing needs attack enemy corporeal bodythe film entirely predictable nothing fan film harmless entertainment pretty scenes scotland gorgeous landscapes dont expect much might good time,Highlander: The Final Dimension,optimism
783,christopher lambert reprises role connor mccleod time goes evil immortal kanevan peebles terrible performance thawed suspended animation course defrosts mccleod put back ice admit probably favorite sequel beginning reminds kung fu sequel mako teaching lambert swordsmanship kung fu however aside movie fairly uninspired dull really makes logical sense even comparison original sequel suspended animation thing lame way bring new enemy least doesnt explain different planet completely contradict original like fourth fight sequences decent production values somewhat cheap play passably screen overall mediocre sequel nothing special least semiwatchable 4fair,Highlander: The Final Dimension,optimism
784,1995 enormous international success highlander tv series producers bill panzer pete davis teamed unleash another highlander sequel upon us time highlander iii sorcerer known us highlander final dimension dont ask hell came film finds connor macleod christopher lambert enjoying peaceful life adopted son deceived prize however evil sorcerer kane mario van peebles broken free japanese mountain entombed wants highlanders headone parts film enjoyed christopher lamberts portrayal connor character isnt severely depressed maniac fact hes better film mario van peebles makes good unbelievable villain deborah unger sexy highlander girlandy morahans direction good script good entertaining films problem although right materials make good film either wasted put wrong place dropped quickly makes wonder franchise cursedthe films score j peter robinson nice well loreena mckennits bonny portmore featured twice film beautiful outstanding song become theme seriesall highlander iii sorcererfinal dimension entertaining film cant come anywhere near comparing original film although major improvement highlander ii,Highlander: The Final Dimension,optimism
785,point view attempt put back puzzle normal terrible highlander 2 quickening sequel well still film nothing special like film different way telling story different tempo proceeding film way kind lemonade film quite relaxing everything relaxing nothing special like kind tv film hallmark know come back home work eat something sit back lie favorite couch stumble upon film relaxsimply nothing touching deep film everything hollow everything like oh ok oh sword fight right allrighty nothing thats good kinda boring wayactors christopher lambert wooden nothing talks like bored frenchman deborah kara unger later keep reading mario van peebles performance funny keep creepy ugly way character supposed well thats way perform way see character weird keeps remind us kurgan pig growls damn spit slimes throat jesus mako guest role fine relaxing great japanese immortal sword master mention raoul trujillo warrior 2 apocalypto true blood season one longshadow vampire dude interesting see younger daysok highlight review probably best thing whole film less sex scene sex scene christopher lambert deborah kara unger impressive wow without double real talent two good movements good coreography sexual work combined fkable music scene sex scene music exciting like band members watching horny couple composed music spot say allright lets perform damn good bad cant find soundtrack sex scene number uno motion picture history best deborah kara unger performance film interesting everybody expect thesame go connor fk yeeeeeeeeahhh mention music also fine thing good relaxing highlander sorcerer film nothing relax take easy youll get horny sex scene,Highlander: The Final Dimension,optimism
786,say highlander sequels highlander ii highlander source prime examples complete cinematic failure highlander endgame averagei heard lot people say film terrible barley better highlander 2 point disagree movie quiet problems biggest story almost completely duplicating first definitely things goodwhat good humble opinion think performances half bad christopher lambert mario van peebles good roles special effects great well used fluid lastly action sequences reasonably well done far best ever put screen okas said problems big one mentioned bit story almost complete copy first even lot things done scene kane going traffic one conners loved ones passenger seatall bad film people may trouble sitting,Highlander: The Final Dimension,optimism
787,reviews say good time watching film dont expect something smart original wish entertained action fantastic imagesbut wish add paying attention music also worth shot eerie chants unsettling moments timeless celtic songs accompanying grandiose shots peaceful passages music faithful enhancing companion plot,Highlander: The Final Dimension,optimism
788,words say big improvement highlander 2 good first good solid entry highlander saga story ok cast good special effects still amazing pretty much every way better previous crap movie christopher lambert back still glow character duncan macleod villain kane confused wwe superstar good villain bad ass kurgan mario van peebles good job playing relentless coldblooded masochistic villain female role whoa deborah unger say bold blonde beautiful banging thats major improvement 2 female leads matters anyway praise movie big improvement second film good original others may agree worth time watching one real highlander fans overall 7 10,Highlander: The Final Dimension,optimism
789,first lets forget highlander ii quickening ever existed great logical sequel first highlander movie highlander ii complete disaster copies movie burned vital thing keep mind want enjoy highlander movie course expect much movie since 3910 rating suppose watch entire movie simply fast forwarded disaster quickening highlander iii decent sequel unfortunately get credit deserves enjoyed highlander im sure enjoy highlander iii,Highlander: The Final Dimension,optimism
790,definitely sequel highlander 2 quickening respect first highlander film actually follows pretty well funny though totally disregards existence highlander 2 highlander 2 show brenda wyatt main girl first highlander film dying effects depleted ozone layer film mention killed car accident anyhow pretend highlander 2 doesnt exist actually makes good deal sense regard original highlander qualm film could connor macleod think prize still 3 immortals doesnt really seem make sense maybe diehard highlander fan explain meanyhow thought really good film loved actors christopher lambert great job connor macleod always really impressed mario van peebles fantastic job looked really menacing throughout film deborah unger nice addition shes definitely looker bad actor eitherthe story pretty good nothing terribly complicated special effects nicely doneim diehard highlander fan like films thought film great hope enjoy film well thanks reading sure read highlander reviewschris,Highlander: The Final Dimension,optimism
791,highlander 3 cool flick chance see legendary connor macleod battle evil immortals people hate flick probably losers enjoy horrible tom hanks ben affleck movies movies bad id rather watch worst episodes forever knight watch overhyped hollywood crap nobody better great christopher lambert unique delivery past modern settings ultra cool beheadings unique delivery one,Highlander: The Final Dimension,optimism
792,tuhth movie good christoper lambert one favorit acters movie favorit 4 movies liked first 4th dont forget one 4 like see one like sword fighting seance movie mario van peebles played one fevorit tv series rude awakening hope like movie,Highlander: The Final Dimension,optimism
793,like highlander ii dont look like sequel stand alone nice beautiful story nice scenery nice music beautiful well done,Highlander: The Final Dimension,optimism
794,bad girls 1994 directed jonathan kaplan definitely typical western riding gun slinging cowboys prostitutes fill yet one large modification roles women different come expected norm genre four leading women even given roles prostitutes lead movie drive storyline first woman cody zamora madeleine stowe shoots man stepping away anita crown mary stewart masterson friend fellow harlot group religious zealots happened protesting hotel women worked brought hanged anita two women eileen spenser lilly laronette andie macdowell drew barrymore pack rescue cody noose point wanted women strong wills challenge men wish capture humiliate like idea movie would turn gender roles westerns head many instances made movie predictable played intended role women women regardless capable shooting gun getting bad situations seemed make trouble might way show human fallibility perpetuates western genre classification way got though movie luck event antagonists bullets never reach protagonists miss completely protagonist perfect aim opinion movie gets little tedious seemingly unnecessary nude scenes fairly predictable movie merely entertaining superficial level,Bad Girls,anticipation
796,think could enjoyed bad girls little better felt ladies particularly west pathetic helpless victims boorish stupid chauvinistic menoh well really enjoyed fairly realistic town scenes particularly talent ladiesdrew barrymore quite fetching like rest movie even remotelybelievableid watch ladies anythingbut riding horses shooting guns bawdy western wear corsets pure entertainment hoofthe gritty lines good ive ever heardeven old widow dead officer whore mongerbag manuregood stuffbeautiful sceneryhuman location,Bad Girls,anticipation
798,cody zamora madeleine stowe anita crown mary stuart masterson eileen spenser andie macdowell lilly laronette drew barrymore prostitutes small colorado town echo city cody kills particularly rough client beating anita refuses kill anybody death true love hung girls rescues pursued pinkerton detectives graves obrady hired widow anita homestead claim oregon wants start saw mill cody 12k make start pinkertons catches texas bank codys old partner kid jarrett james russo shows rob bank takes money lure cody eileen captured town cody gets beaten kid jarrett rescued josh mccoy dermot mulroneythis great opportunity women lead western lot movie actually turned sets look cheap style looks weak needs great director push gritty tough style director jonathan kaplan fallen tv show directing early big screen success good reason style isnt cinematic grand enough big adventure movie visual style lacking ladies terrific actresses story rambles tone place mess bit good action end little late,Bad Girls,anticipation
800,jonathan kaplans bad girls leaves interesting taste mouth energetic fun film offset ridiculous characters plot believability factor flick low encourages audience view swirling maelstrom metaphor symbol woman defined early 90s overcome impediment still beautiful need become manly lose femininity assert western genre serves perfect tableau discourse one traditionally dominated men likewise men bad girls represent institution american culture dominated men mentality conveniently dispatched bad girlsfour whores raise hell killing colonel running town complete unnecessary slow motion drew barrymore shouting heeyah humiliation every man crosses path military traditional justice christianity trampled upon left wondering motivated hard working women could escape clutches film takes twists turns several complete circles short whores chase dream establishing home around mill mary stuart mastersons late husbands owned countering murderous advances men sexual flaunting gunfights smarmy dialogue pseudolesbianic encounters female flesh fill film near bursting capacity much like barrymores bosomit would call smart film however present interesting fable empowerment women women remain women would liken bad girls freudian dreams struggle man feel deserves seen least,Bad Girls,anticipation
802,prostitute cody zamora madeleine stowe shoots military man self defense hanged rescued three companions masterson barrymore macdowell want leave oregon pursued pinkerton agents paths cross kid jarrett local thug mobthe movie pretty fine problem appeared late landmarks unforgiven even dances wolves mention classic antiwesterns 1960s 1970s western nothing pure entertainment appears somewhat empty unfocused also somewhat underwritten good chicks individualised clean smart bad guys mass dirty drunken constanly sinisterly laughing idioticallybehaving stereotypical villains 90s please movie could worked tribute classic old westerns worked fine case silverado neglected sadly would significantly improve picture bad movie nothing new original 510,Bad Girls,anticipation
804,bad girls young guns wannabe women actresses gave fair performances roles given though roles clichéd onedimensional film meant show struggles hardships women old west yet film failed many levels rather turning women gunslingers shouldve played thelmaandlouiseoftheoldwest routine worse whole dont need men love attitude overall could better couldve worse couldve catwoman old west crappy shouldve ta film redeeming value wouldve made show watchable least feminists probably loved film least niche audience,Bad Girls,anticipation
806,best expression women westerns seen far eclipses sharon stone film quick dead latter film softens lead character making survival depend wholly russel crowe character bad girls madeline stowe eats dust west shows nonsense gunslinger rare since man name hit stride trilogy spaghetti westerns made clint eastwood universal star hardly ignore great cinema style substance movie transcends gender hero make mistake stowes movie win lose comes away broke bank monte carlo see open eyes like westerns dont see something else surely disappoint western way,Bad Girls,anticipation
808,movie pretty silly plot laughably obvious although bit interest end cute though female outlaws perky leading ladies exprostitutes want run ranch one deed land en route theyre going get involved accidentally robbery plot gets unbelievable good movie youre looking grin dont expect high action compelling drama,Bad Girls,anticipation
810,god almighty royal puke stain celluloid thought french notorious longwinded tales peppered shallow existentialist talk imagery boxing helena proves americans lucky daughters wellloved directors included horribly julian sands plays nick neurotic sexually dysfunctional doctor smitten bitchy helena sherilyn fenn helena wants nothing nick helena gets freak accident loses legs nick imprisons lonely mansion sounds like great setup meditation nature obsession characters change little miserable cloying andor unlikable selves save passages inexplicable outofcharacter behavior film becomes overstated onenote gag isnt funny sands indeed grating wellintentioned drip doctor fenn sits crux boxing helenas paradox would anyone want preserve someone beautiful outside completely rotten inside personally waiting sands amputate head movie could finally,Boxing Helena,sadness
811,poorlymade scrappy offputting erotic drama executed without courage idea lurid story concerns obsessed surgeons relationship indifferent vixen amusing parts film occasionally goes proverbial limb also messy unfocused perhaps behindthescenes troubles original star kim basinger got director jennifer lynchs way event lynch hasnt given chance purge demon resumeone look youll know curious mix sex fantasy horror perplexing muddled provocative angle whole scenario gets lost 12,Boxing Helena,sadness
812,seen movie shelf local rental store probably two years certain would rent one day even simple fact julian sands key cast member chose last night watch film left thoroughly unimpressedthe overall plot movie interesting one mans obsession beautiful allbeit egotistical woman moves act extreme ways order gain affection interesting enough enter idea surgery make woman learn needs someone take care hence title boxing helenathe cast stunning sands apt portrayal whiny misguided doctor desperately need love fenns bitchy attitude lustful beauty even art garfunkels caring psychiatrist schtick played parts welli would say movie overall thoughtful piece embarrassed characters points helena really need jump fountain party made film bit difficult watch love scenes also bit lengthy tolerablethis brings ending utterly predictable contrived irritating actually angry screenwriter presenting nice fantasy ruining oh didnt guess antic unless plan turn movie 5 minutes ends skip,Boxing Helena,sadness
813,forgettable piece claptrap david lynchs daughter jennifer lynch seems trying desperately weird daddy best thing film almost surprisingly great job julian sands pathetic doctor sherilyn fenn ok bitch femme fatale character 2dimensional giving 6 10 story foolish ending copout slightly insulting viewer hey look art garfunkel,Boxing Helena,sadness
814,boxing helena highly controversial film mans sexual obsessionkim basinger initially offered act helena declined believed degrading women however decide opinions areit appears degrading men nick obsessive ray typical slob men less submissive weak aside relatively poor cinematography film conveys side life many film makers seek avoid given credit,Boxing Helena,sadness
815,first viewing film little disappointed deep profound nature film began sink deeply whatever really meant films makers took great statement frustration men women feel toward relations todays society depth feeling well edge seat scenes really great maybe male already emotionally retarded absorption time movies really great statements meant either way movie definitely worth every thinking persons time,Boxing Helena,sadness
816,doctor nicholas nick cavanaugh julian sands successful surgeon lives colleague anne garret betsy clark intends get married nick obsessed tramp helena sherilyn fenn kind shallow relationship past nick tries get close helena one day convinces go home get address book back helena discusses nick hit car front nicks mansion helena wakes without legs abducted nick nick taking care home tries escape like venus milo nick removes two arms keeps hold wheelchair surprising end finishes story boxing helena polemic sick weird bizarre love story also well produced unconventional screenplay masterpiece bad indicated specific audience however became famous kim bassinger refused role helena signing contract producers due notoriety problem movie hit wrong targetpublic everybody wanted watch film kim bassinger refused act beauty sherilyn fenn amazingly highlighted film performing bitchy woman director jennifer chambers lynch daughter david lynch tried follow fathers steps bizarre film unfortunately unique movie opinion imdb user rating 38 unfair vote seven title brazil encaixotando helena boxing helenanote 01 april 2014 saw movie,Boxing Helena,sadness
817,like lynch films daughter follows fathers technique totally one requires multiples viewings least two surprisingly none commentators seem gotten gist although difficult grasp given symbolism occasionally complex obscure couple brief tips help venus marion obtuse apparent end helena venus three scenes marion appears two nude seminude give away helenas reference nick little boy confirmed behavior mystery absorbing study incestuous obsession whether nick marion actually deed answer comes latter part dream helena teaches nick finally taken pity woman ought properly loved nicks real life love interests disarticulation marion anne representing loving side similar physical appearance helena wonderfully played sherilyn fenn bitchy slutty yet ultimately redeeming side storyline recounts nick copes loss marion death well resolution problem youve gotten basics though fascinating see elegantly delicately psychodeviation treated nothing superfluous everything fits even dream part fantasy part reality part prophecy film masterpiece well done see correct perspective,Boxing Helena,sadness
818,one movies really never paid much attention special local video store say wish rented long ago plot acting merely passable ending ended actually rewound watched thats would recommend know ending watch story takes whole different feel instead dismay tedious nature felt first time actually get emotionally involved good doctor youve seen either didnt like didnt get watch pay attention nuances julian sands performance well worth time money,Boxing Helena,sadness
819,film takes screenplay pushes boundaries status quo lets run wild surrealistic erotic darkly disturbing film goes places people wont admit theyve comfortable presents entertaining journey thru extreme reaches human eroticism suspense driven takes rider thru dreams reality never quite allowing tell end enjoy movies well defined good evil might find uncomfortable journey adventurous soul rest assured journey worth taking,Boxing Helena,sadness
820,recommendation ignore negative comments see ignore artsyfartsy crowd whose dislike one feels bad press criticism liberal crowd films actual merits make pretence artsy film credentials im big fan david lynch though v enjoy work bizarre however think daughter respectable job especially first time symbolism bit obvious suspect made symbolism accessible average viewer snooty film buffs far inconsistencies critics love point big deal whole rosebud schtick citizen kane ludicrous silly lets least allow literary license othersi thought sands fenn superb jobs thought direction music far better average enjoyed movie enough see three times far opinion hasnt changed also believe trick ending essential movie shabby trick without gross slasher film thinkpiece theres lot unpleasant truth malefemale relationships film lynch brought well,Boxing Helena,sadness
821,cant believe bad reviews movie thought sherilyn finch beautiful job portraying woman tired butt kissed men women worshipped men act way repel guys doesnt want deal people call trash thats called selective bcause beand julian sands typical type guy worship girl like notedrcavanaugh everything wantseven beautiful women wanting hell wouldnt want helena girl ever annoyed buttkissing guys would adore movie brilliantly manipulates falling love thought also perfectly done people say movie weird hey obsession like everything movie awesome minus bill paxton totally give 1010,Boxing Helena,sadness
822,another movie everything quality produced around different subject matter may gone greatest movie lifetimethis cindy crawfords mole movies find moles objectionable one turned story line violence women merits movie may go unnoticedif somehow one could assemble 1000 best producers writers sound lighting set design directors cameramen support crew etc remake movie using actors living dead unlimited budget given 5 years complete cannot imagine movie better originalits simple turned subject matter wont get enjoy best movie youll see lifetime however remember movie didnt really happen treatthe talent could better directing could better camerawork could better opinion script could betterturn clock back 90 years instead naming auto maker mercedes instead name crapmobile one would driving one today im really amazed people still able judge book cover,Boxing Helena,sadness
823,yes ten years ago still consider moving movie seen one best films power love could titanic analytic approach work merit contrast platonic love status surgeon,Boxing Helena,sadness
824,cool movie erotic erotic activating imaginationthis common fantasy total control total dependencehmmm told need 10 lines comment oookaay specific would rated r although would love see x version perhaps using helena wall ornament actually putting box sort like thing adams family fun fun fun wasnt good could big deal enjoyed iti think 10,Boxing Helena,sadness
825,faint heart obviously unpopular among general public still wellconceived nicelyexecuted piece made instant fan sands fenn means runofthemill saturday night offering nudity sex violence car chases seem essential popularity instead unusual wellcrafted script actors carry film assuming audience half brain attention span longer average thirdgraderif watch movies keep bored go primarily fastaction extravagant special effects aint cup tea youre serious fan sort developed taste craft give one try may still taste youre definitely something youll rememberas postscript kim basinger walked contract movie eternally grateful script required bimbolevel acting basinger never delivered mediocre performances simpleminded roles,Boxing Helena,sadness
826,first saw didnt particularly dislike let alone vehemently dislike like many others thought humorousi thinking cabin boy last saw months ago way chris elliotts brand humour ahead time write idea exact reason farrellys cast something mary look humour come last 10 years much idiots idiots stupidest things saying stupidest things reveling generation bitter end gen x beginning grew stupid mean friends joke around stupid amusement lower many 24 year olds love jackass many us like late 90s early 00sand elliot one first handsome boy modeling school get life gotta love speweyalso get life isnt high comedy uninnocent moron one love guy loser many comedies unlikable losers jerk innocent laurel hardy abbott costello always innocentsone elliots problems hes bad actor onto something come one bad,Cabin Boy,anger
827,fuse literary themes like candide odyssey chris elliotts relentless style moronic comedy movie people either love hate wicked cast classic special effects make somewhat lethargic pace action booty comedy movie make long nights sea watch love,Cabin Boy,anger
828,theres good film somewhere aching get filmmakers seem interested playing box office wheel fortune caring quality product theyre trying sell makes color night directed richard rush one movies makes shake head think ah could single makes difference world regards finally winds screenwhen treatment patient fails ends tragically leaving pronounced psychological damage new york psychologist dr bill capa bruce willis quits practice goes los angeles seeking solace perhaps help old friend colleague dr bob moore scott bakula capa quickly discovers however moore problems apparently stemming weekly group therapy session conducting time moore seems recently received death threats believes coming one patients particular group though hasnt clue one proof suspicions moore invites capa sit next group session hoping fresh perspective possibly insights matter moment capa feels incapable actively engaging practice chosen field endeavor light fact hes bobs house guest acquiesces agrees observe group proves inauspicious proposition concerned subsequent circumstances quickly put capa center kind situation left new york avoid hand dealt however choice play endrush began career director low budget exploitation films like soon love 1960 ten films later achieved legitimate status highly successful black comedy stunt man 1980 received oscar nomination along leading man peter otoole direct film fourteen years later hiatus rush apparently lost whatever expertise accrued 1980 roots clearly showing one violence film inherent story rush makes unnecessarily graphic could incisive insightful character study intrinsically interesting takes low road fleshing instead scenes gratuitous sex nudity well superfluous action works less two ridiculous car chases one culminating vehicle pushed top high rise parking garage furthermore ignores motivations character development almost entirely two areas required attention film going work rush especially lets actors inasmuch characters presented real challenges could met much successfully help guidance director rush would served actors well better taken time explore people portrayed depth apparently however one exception performances one suffer 1994 bruce willis simply accomplished actor today especially could used help finding character help obviously get capa ends much john mcclane enough malcom crowe willis flounders two personalities creating kind schizophrenic characterization seriously affects credibility portrayal fate suffered scott bakula even scenes places professional setting psychoanalysts simply convincingmaking case poor directing even stronger performances lesley ann warren sondra brad dourif clark ruben blades lt martinez kevin j oconnor casey like willis seem trouble defining individual characters vacillating number personalities unable achieve necessary final focus kind indecisiveness usually resolved rehearsals inexplicably made screen single exception performance turned lance henriksen buck unlike costars somehow managed find character make convincingthe oddwomanout entire bunch jane march rose perhaps challenging role given opportunity actually displays talent unfortunately rush part uses way demeaning without merit becomes object sleightofhand nothing cheap trick rush pulls hat failing use productive way concentrating developing character vital story rush commits critical error supporting cast includes eriq la salle detective anderson jeff corey ashland kathleen wilhoite michelle shirley knight edith niedelmeyer john bower medical examiner andrew lowrey dale dexter high note entire project played ever even got ground story screenwriters matthew chapman billy ray proceeded methodically remove credibility may initially contained rush took taking color night straight black hole reserved movies fail deliver promise surprising rush directed feature film since one magic lost hard retrieve 210,Color of Night,fear
829,believe studio meddling make conventional thriller everyone seems agree represents major step backwards man behind brilliant stunt man richard rush little reminders talent early willis psychiatrist getting know mercurial jane march rush knack making viewer feel like theyre caught swept along someones feverish dream editing camera placement seem haphazardly designed make feel little dizzy open suggestion otherwise color night episodic dimwitted way overlong wildly overblown lot overemoting film especially queen overemoters lesley ann warren movies idea excitement various repellent characters scream fword lot tears run cheeks threaten go deep end never quite downright idiotic chase scenes particularly one takes place parking garage reason instead running mysterious camaro driver pushes parked car upper level tries time land willis bottom level course next scene willis behaving nothing really traumatic happened fact willis tentative underdirected throughout filmthere one interesting footnote however anyone else noticed similarity sixth sense least far basic premise true films couldnt different terms development story quality wit star bruce willis psychiatrist feels tremendous guilt patient hes failed highlight color red hmmmm,Color of Night,fear
830,involves bruce willis playing shrink whose patients getting bumped one one shrink also sexual relationship someone young enough daughter film goes like thiscut group therapy session actors youve seen aliens two towerscut shrink sex girl young enough daughtercut patient getting killed gory mannersounds exciting doesnt well crap bruce willis charisma blue collar worker redneck town guess could worse within ten minutes certain knew killer reading review might come conclusion slightly surprised revelation end didnt stop film rubbish though,Color of Night,fear
831,oh man start barely articulate truly bad movie leading contender worst movie bruce willis ever done thats including armageddon hard see director richard rush 14year gap last filmsadly really good supporting cast brad dourif lance henriksen kevin j oconnor leslie ann warren cant help romantic leads willis jane march like zombies going barely comprehensible dialogue reasons unknown something resembling vague simulation might confused relationshipi mean know drugs somethingoh theyre love supposed know crashed accidentally look good steamy clothes sorry blatant sexuality success chemistry makegosh wonder jane march never became substantial leading lady filmpossibly worst comic relief ever movie comes form usually enjoyable ruben blades seriously mexicaning funny dialogue makes half movie unbearable listen oh enough threads left hanging plot weave throw rug could cover los angelesand heck deal random title must picked hat labeled stupid movie titlesi give generous 210 stars show love wasted ensemble supporting cast comprising williss therapy group oh yeah see irony alright ack stupid stupid stupid movie,Color of Night,fear
832,movie razzie award worst motion picture 1994 oddly enough though didnt win worst categories really says something film fact hard point one even combination factors bad one particular performance bad actor actress miscast particularly cheesy dialogue often case bad film whole thing comes together form whole lot nothing isnt film makes mediocre sure ending unexpected would also unexpected found extra broom cleaning closet wouldnt make remarkable interesting even noteworthy never grew care characters couldnt expected care ending film trying psychological thriller willis protagonist trying unravel mystery comes duration film many seemingly disjointed odd events meant shock dont form kind cohesive plot instead could strong cast characters good performances spending whole film trying figure exactly supposed explicit love scenes willis jane march annoying anything seem scream consolation prize make fact youre sitting bad film,Color of Night,fear
833,knowing nothing movie saw admit surprised plottwistsbut looking back known better thats great thing trashy movies high time playing knowing youll hate next day youll never watch thing bruce willis psychiatrist troubled patients suicide goes stay friend andto give away would criminal suffice say bruce nude one longheld sequence gives starpeepers theyve paid didnt think sex scenes terrifically charged gotta hand willis takes chance shows courage yet times question marks face ask whats nice boxoffice star like piece like,Color of Night,fear
834,film isnt complete loss close pathologises transsexuality lots gratuitous sex involving waif aging male really mean gratuitous dont need see much skin mr willis although ive met mr willis willisalso makeup job certain characters unfortunatebut least interesting film mean watched worsenot ringing endorsement perhaps late night nothing else cable heck least youll confused enough keep attention movie,Color of Night,fear
835,directors cut pun intended seems much better film one shown commercially still far cry satisfactory movie watch richard rush could done better psychological film see adds nothing already shown beforefrom beginning realize killer well person multiple personality problem obvious film relies heavily sexual attraction bill capa rose much speculated forum whether actually seeing willis willis since male stars wouldnt caught dead showing genitals obvious reasons seen second pool scene body double hand see jane march showing welcome attractiononly final sequence impact many things plot dont add viewer ahead story timesbruce willis hairpiece looks good jane march better chance character plays also brad dourif lance henriksen moments one doesnt come across well ruben blades otherwise excellent actor trying columbo routine film,Color of Night,fear
836,favorite movie wife stands toughest test ie stands repeated viewing seems better time watch object sex violence get life movieas lt hector martinez ruben blades would say daffodils,Color of Night,fear
837,got kick movie sure dialog cheesy story bit contrivedbut theres naked jane march easily one beautiful women movies todaybrad dourif also never given poor performancethis reminded something fred olen ray jim wynorski would done bad thing eyes could done probably tenth budget sure wouldnt gotten bruce willis jane march basically one movies bigger budgetthis isnt title id rush see stop remote hbo enjoy purely cheesy total popcorn movie levelso solid movie laughs unintentional naked jane march directors cut naked bruce willis leslie anne warren lesbian scene jane marchwhat could bmovie fan want 710,Color of Night,fear
838,ive seen movie several times really like movieit one movies start watching nothing better second half makes wish youd paid attention firstbruce plays excellent confused lover opposite jane march wouldnt group scenes wonderful really make feel like within neurosis patients funi would highly recommend seeing film watching well worth,Color of Night,fear
839,wall choice turned fairy good little fact could get get live house owner died got drive around car see part movie good enough plot twists ms warren nice bruce willis wasnt bed either kind threw beginning everything going finally got things later wouldnt mind watching,Color of Night,fear
